상세링크,이름,공고번호,해시태그,현 상황,임보종류,구조 지역,성별,중성화 여부,출생시기,몸무게,SNS,임보조건_지역,임보조건_임보 기간,임보조건_픽업,임보조건_기타 조건,이런_집도_가능해요,건강정보_접종 현황,건강정보_검사 현황,건강정보_병력 사항,건강정보_기타 사항,참고용정보_배변,참고용정보_산책,참고용정보_짖음,참고용정보_분리불안,참고용정보_털빠짐,참고용정보_스킨십,참고용정보_대인,참고용정보_대견,참고용정보_외동,참고용정보_대묘,책임자_제공_사항
https://www.pimfyvirus.com/search/01_v/2574/,[함안길천사]루루,공고번호 : 2025-01-0999,"# 애교쟁이, # 사람좋아, # 친구좋아, # 똑똑이, # 순둥이",임보중,일반임보,경남함안,여,중성화 완,2024년 11월,7kg,,전국,3 개월,지원 가능,임시보호 조건​ ▪ 임보하고자 하는 가정의 모든 가족 구성원 동의 필수입니다. ▪ 실내 생활 필수입니다. ▪ 임보동의서 작성합니다. ▪ 미성년자분들 상담 안 받습니다. 부모님들께서 직접 연락 주세요.(동거커플. 영유아가정이라도 책임감 있게 임보가능하신 분은 가능합니다),"원룸, 1인 가구, 반려동물 무경험자, 동거 커플, 영유아 가정",2025. 6월 현재 종합3. 코로나2. 인1 켄2 - 접종 진행중,2025.6월 현재 -사상충. 파보. 코로나. 지알다아  - 모두 음성,,,5,4,1,1,3,5,5,5,3,2,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/2573/,[함안길천사]보람,공고번호 : 2025-01-0998,"# 애교쟁이, # 사람좋아, # 친구좋아, # 꾸러기, # 똑똑이",임보가능,일반임보,경남함안,남,중성화 완,2024년 11월,17kg,,전국,3 개월 이상,지원 가능,임시보호 조건​ ▪ 임보하려는 가정의 모든 가족 구성원 동의 필수입니다. ▪ 실내 생활 필수입니다. ▪ 임보동의서 작성합니다. ▪ 미성년자분들 상담 안 받습니다. 부모님들께서 직접 연락 주세요.,"원룸, 1인 가구, 반려동물 무경험자, 동거 커플",2025. 6월 현재 -- 종합. 코로나. 인플. 켄넬. 광견 접종 완료,2025.6월 현재 - 사상충. 코로나. 지알디아 모두 음성,,,3,1,1,4,3,5,5,5,3,1,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/2572/,도로시_빵빵,공고번호 : 2025-01-0997,"# 애교쟁이, # 사람좋아, # 친구좋아, # 호기심천국, # 에너자이저",임보가능,일반임보,개농장에서 구조됨,남,중성화 완,2024년 추정,11kg,,전국,1 개월,지원 가능,,"원룸, 1인 가구, 동거 커플",,,,,,,,,,3,4,5,3,,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/2571/,호두,공고번호 : 2025-01-0996,"# 애교쟁이, # 사람좋아, # 친구좋아, # 똑똑이, # 산책최고",임보가능,일반임보,화곡동 467-4 청풍맨션 인근,남,중성화 완,2022년 추정,12kg,링크 바로가기링크 바로가기,"전국,서울,경기",3 개월,지원 가능,"원룸 불가, 동거 커플 불가, 반려동물 무경험자 불가, 1인가구 남성 불가, 영아가정 불가, 하루2회 산책 이상 가정 대환영",1인 가구,2024.05월 접종 완료,2024.05 구조당시 기본검사 완료,-,"싫어하는 (접종, 켄넬 들어가기 등) 것들을 할 때는 천천히 교육이 필요해요 !",,5,,,4,5,5,5,5,,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/2570/,미쯔,공고번호 : 2025-01-0995,"# 사람좋아, # 친구좋아, # 조용조용, # 호기심천국, # 순둥이",임보가능,입양전제,전북 임실군 운암면,여,중성화 전,2025년 03월,9kg,링크 바로가기,전국,6 개월 이상,지원 가능,"1. 아이의 남은 삶을 끝까지 책임지고 사랑으로 키워주실 분 만 연락주세요. 2. 가족 구성원 전원 동의 필요합니다. 3. 실외견, 마당견은 불가능 합니다. 4. 강아지에 대한 기본 지식이 있으신분 환영합니다. 5. 집 비우는 시간이 길면 불가능합니다. 6. 경제적으로 독립하신분만 가능합니다. 7. 미성년자 X , 동거 커플X, 1인가구는 25세 이상만 신청 가능합니다.","1인 가구, 영유아 가정","-약 4개월 후 중성화 예정 -1차,2차 접종 완료","모두 음성, 건강",없음. 매우 건강.,"현재까지 파악된 정보에요. 다만 보호소에서는 성향을 정확히 파악하기 어렵고, 환경과 보호자에 따라 행동은 바뀔 수 있으니 참고용으로만 봐주세요. 적절한 애정과 훈련이 갖춰진다면 모두 훌륭한 개가 될 수 있습니다.",3,4,2,2,3,5,5,5,5,5,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/2569/,뽀숑,공고번호 : 2025-01-0994,"# 애교쟁이, # 사람좋아, # 친구좋아, # 순둥이, # 얼굴천재",임보중,긴급임보,경기도화성시보,여,중성화 완,2022년 추정,4kg,,전국,3 개월 이상,지원 가능,,"반려동물 무경험자, 동거 커플, 영유아 가정",접종완료,전염병검진완,,,,5,1,1,1,5,5,5,5,,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/2568/,동사세_예아,공고번호 : 2025-01-0993,"# 애교쟁이, # 사람좋아, # 친구좋아, # 꾸러기, # 먹는거최고",임보가능,입양전제,보호소 출생,여,중성화 전,2024년 12월,8kg,링크 바로가기,"서울,경기,충청도",3 개월,지원 가능,임보 아이들의 용품 및 목줄/하네스는 꼭 준비해주세요!! ✔️산책 중 유실 방지 및 안전을 위해 이중목줄+하네스 권장합니다.,"1인 가구, 반려동물 무경험자, 동거 커플, 영유아 가정",2025.04 종합백신 5차접종 완료,"신체 촉진, 전염병 키트 및 사상충 검사 이상 없음",,,5,4,3,1,3,5,5,5,5,3,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/2567/,동사세_크로핀,공고번호 : 2025-01-0992,"# 애교쟁이, # 사람좋아, # 꾸러기, # 순둥이, # 먹는거최고",임보가능,일반임보,엄마와 함께 구조,여,중성화 완,2023년 추정,11kg,링크 바로가기,"서울,경기,충청도",3 개월,지원 가능,임보 아이들의 용품 및 목줄/하네스는 꼭 준비해주세요!! ✔️산책 중 유실 방지 및 안전을 위해 이중목줄+하네스 권장합니다.,"1인 가구, 반려동물 무경험자, 동거 커플",2025.5 종합백신 접종,,,"임보처 이동 전 신체,전염병,사상충 등 각종 검사 진행 후 이동 예정입니다!",3,4,,,4,5,5,3,3,,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/2566/,도로시_새턴,공고번호 : 2025-01-0991,"# 애교쟁이, # 사람좋아, # 시크도도, # 호기심천국, # 에너자이저",임보가능,입양전제,세종시보호소,남,중성화 완,2021년 추정,6kg,,전국,3 개월,지원 가능,,"원룸, 1인 가구, 동거 커플",,,,"건강백서 푸들 전용 사료 급여 중
알러지, 간식 트러블 없음",3,4,3,1,1,4,5,3,1,2,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/2565/,도로시_바엘,공고번호 : 2025-01-0990,"# 애교쟁이, # 사람좋아, # 소심소심, # 시크도도, # 독립심짱",임보가능,일반임보,도로 위 떠돌이 생활 중,남,중성화 완,2023년 추정,9kg,,전국,3 개월,지원 가능,,"원룸, 1인 가구, 동거 커플",,,,,,,,,,,,,,,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/2564/,도로시_쪼꼬미,공고번호 : 2025-01-0989,"# 애교쟁이, # 사람좋아, # 조용조용, # 순둥이, # 독립심짱",임보가능,일반임보,경북 산불 현장에서 구조됨. 기존 보호자가 종양으로 인해 보호를 포기한 아이.,여,중성화 완,2016년 추정,2kg,,전국,3 개월,지원 가능,,"원룸, 1인 가구, 동거 커플",,,,,,,,,,,,,,,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/2563/,동사세_노아,공고번호 : 2025-01-0988,"# 애교쟁이, # 사람좋아, # 순둥이, # 산책최고",임보가능,일반임보,경북-경주,남,중성화 완,2025년 추정,7kg,,"서울,경기",3 개월,지원 가능,임보아이들의 용품 및 목줄/하네스는 꼭 준비해주세요!,"원룸, 1인 가구, 동거 커플",,,구조되기 전 오른쪽 눈 장애를 가지고 구조됨(시력 없음) / 왼쪽 눈 결막염 있었다가 개선됨 / 눈물양 많은 것으로 보아 알러지 있을 가능성이 있어 알러지사료 권장.,"임보처 이동 전 신체,전염병,사상충 등 각종 검사 진행 후 이동 예정입니다!",2,3,,,5,5,5,3,3,1,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/2562/,동사세_아델,공고번호 : 2025-01-0987,"# 애교쟁이, # 사람좋아, # 소심소심, # 순둥이, # 먹는거최고",임보가능,일반임보,충남-서산,여,중성화 완,2021년 추정,6kg,,"서울,경기",3 개월 이상,지원 가능,임보아이들의 용품 및 목줄/하네스는 꼭 준비해주세요,"원룸, 1인 가구, 반려동물 무경험자, 동거 커플",,,,"임보처 이동 전 신체,전염병,사상충 등 각종 검사 진행 후 이동 예정입니다!",1,4,3,,3,5,5,3,1,1,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/2561/,비타,공고번호 : 2025-01-0986,"# 소심소심, # 호기심천국, # 꾸러기, # 먹는거최고, # 얼굴천재",임보가능,릴레이임보,청주시보호소,여,중성화 완,2023년 추정,11kg,링크 바로가기,"서울,경기,충청도",3 개월 이상,지원 가능,,"1인 가구, 동거 커플",기본4가지 접종 추가로 완료(2025.5.6),"4dx,킷트 음성 건강해요",없음,중성화완료,3,1,2,3,2,2,3,3,4,3,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/2560/,톰,공고번호 : 2025-01-0985,"# 소심소심, # 조용조용, # 순둥이, # 독립심짱",임보가능,릴레이임보,청주시모호소,남,중성화 완,2023년 추정,9kg,링크 바로가기,"서울,경기,충청도",3 개월 이상,지원 가능,,"1인 가구, 동거 커플",4가지 접종완료,4dx킷트 음성으로 건강해요,없음,중성화완료,3,2,1,3,3,2,2,3,3,3,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/2559/,마루,공고번호 : 2025-01-0984,"# 애교쟁이, # 사람좋아, # 친구좋아, # 꾸러기, # 장난감최고",임보가능,일반임보,전남 광양,남,중성화 완,2019년 추정,5kg,링크 바로가기,전국,3 개월 이상,지원 가능,"28세 이상 경제적 능력 있으신분, 아이 소식 꾸준히 알려주실분","1인 가구, 반려동물 무경험자","종합백신, 광견병 접종 완료",구조장시 심장사상충 검사 음성,,,4,4,3,3,2,4,4,4,4,,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/2557/,애스_마리아,공고번호 : 2025-01-0983,"# 애교쟁이, # 사람좋아, # 친구좋아",임보가능,일반임보,밀양,여,중성화 전,2023년 추정,10kg,링크 바로가기,전국,1 개월,지원 가능,집생활을 안해봐서 유튭이나 이런거를 보시고 간단한 훈련을 해주시면서 가정생활에 익숙해지도록 도와주시면 감사하겠습니다.,"원룸, 1인 가구, 동거 커플, 영유아 가정",,심장사상충양성,심장사상충 치료 완료,,,5,3,3,3,5,5,5,3,3,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/2556/,애스_알콩,공고번호 : 2025-01-0982,"# 애교쟁이, # 사람좋아, # 순둥이",임보중,일반임보,밀양,남,중성화 전,2025년 03월,5kg,링크 바로가기,전국,1 개월,지원 가능,아직 어린강아지라 간단한 훈련을 시켜주시면서 임보가 가능하신분이면 좋겠습니다(전문가가 아니셔도 됩니다),"원룸, 1인 가구, 동거 커플, 영유아 가정",2차까지 완료,,없음,,3,1,3,3,3,5,5,5,3,3,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/2555/,애스_달콩,공고번호 : 2025-01-0981,"# 애교쟁이, # 사람좋아, # 친구좋아, # 호기심천국",임보중,일반임보,밀양,여,중성화 전,2025년 03월,3kg,링크 바로가기,전국,1 개월,지원 가능,아직 어린강아지라 훈련을 시켜주시면서 임보가 가능하신분이면 좋겠습니다(전문가가 아니셔도 됩니다),"원룸, 1인 가구, 동거 커플, 영유아 가정",2차까지 완료,키트검사 완료,없음,,,5,3,3,3,5,5,5,3,3,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/2554/,함께-보담이,공고번호 : 2025-01-0980,"# 친구좋아, # 조용조용, # 시크도도",임보가능,일반임보,전남 곡성,여,중성화 완,2022년 추정,11kg,링크 바로가기,전국,1 개월,지원 가능,실외배변으로 산책이 하루 두번 필요합니다.,"원룸, 1인 가구, 동거 커플, 영유아 가정",3차까지 완료,"키트검사 완료
사상충만 양성 (치료완료)",심장사상충 치료완료 (25년 6월 완치판정검사 진행예정),,5,5,1,1,3,5,4,4,3,,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/2553/,로건,공고번호 : 2025-01-0979,"# 애교쟁이, # 사람좋아, # 친구좋아, # 소심소심, # 조용조용",임보가능,릴레이임보,보령시보호소,남,중성화 완,2023년 04월,7kg,링크 바로가기,전국,3 개월 이상,지원 가능,,"원룸, 1인 가구, 동거 커플, 영유아 가정",접종완료,전염병검진.  사상충음성,,,,4,1,1,2,5,5,5,3,1,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/2552/,동사세_예리,공고번호 : 2025-01-0978,"# 소심소심, # 순둥이, # 먹는거최고, # 산책최고",임보가능,일반임보,경기-화성,여,중성화 완,2025년 추정,6kg,,"서울,경기",3 개월 이상,지원 가능,임보아이들의 용품 및 목줄/하네스는 꼭 준비해주세요!,"원룸, 1인 가구, 동거 커플","2025.02.19 종합,코로나,켄넬,인플,광견 접종완료","2025.02.19 눈 피부 귀 슬개골 : 정상
2025.02.19 심음 정상
2025.02.19 심장사상충,코로나,지알디아 : 음성",,"임보처 이동 전 신체,전염병,사상충 등 각종 검사 진행 후 이동 예정입니다!",2,4,3,,4,2,2,3,1,,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
https://www.pimfyvirus.com/search/01_v/2551/,땅콩,공고번호 : 2025-01-0977,"# 애교쟁이, # 사람좋아, # 똑똑이, # 순둥이, # 산책최고",임보중,입양전제,울산,남,중성화 완,2014년 10월,6kg,링크 바로가기,전국,6 개월,지원 가능,산책을 하루 1회라도 꼭 시켜주시면 감사해요,"원룸, 1인 가구, 반려동물 무경험자, 동거 커플, 영유아 가정",,"2025.5.20 코로나 양성/ 현재 완치완료 
심장사상충/ 음성 파보/ 음성 건강이상 없음 
초음파검사상 이상 무","코로나 양성뜨고 3일분 약 복용, 항생제 치료 후 완치","심장사상충약,내부,외부기생충약 복용 완료",5,5,3,1,1,5,5,,5,,"기초 병원비(중성화/전염병 검사/기본 접종 등), 심화 병원비(임보 전부터 이어진 지병,큰 검사 및 수술이 필요한 경우 등)"
